date,sales,promotion,day_of_week,month,year,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_28
2014-08-05,417197.476,0.00727203105130962,1,8,2014,471173.304,524743.325,530276.04,557291.4975
2014-08-06,402914.371,0.009306327274188985,2,8,2014,417197.476,578056.9652,574168.636,574451.4102
2014-08-07,359701.533,0.06423989024255841,3,8,2014,402914.371,532423.558,484618.817,498047.549
2014-08-08,397759.939,0.13888245291590312,4,8,2014,359701.533,506826.795,579767.285,535644.1829
2014-08-09,496192.787,0.01572253608757114,5,8,2014,397759.939,626533.638,688919.55,756698.752
2014-08-10,509681.765,0.016317491758803652,6,8,2014,496192.787,625898.206,747307.867,733653.78
2014-08-11,409544.575,0.013571584973381713,0,8,2014,509681.765,471173.304,583936.685,584867.151
2014-08-12,353897.212,0.013161248074483278,1,8,2014,409544.575,417197.476,524743.325,562860.027
2014-08-13,372115.545,0.016235629178028562,2,8,2014,353897.212,402914.371,578056.9652,621336.494
2014-08-14,340740.817,0.06584431298114779,3,8,2014,372115.545,359701.533,532423.558,498221.705
2014-08-15,402631.84,0.14424980150601105,4,8,2014,340740.817,397759.939,506826.795,547619.059
2014-08-16,533996.155,0.014632084757239497,5,8,2014,402631.84,496192.787,626533.638,728988.226
2014-08-17,564443.173,0.015410091601905157,6,8,2014,533996.155,509681.765,625898.206,776474.118
2014-08-18,433041.299,0.013028683437419671,0,8,2014,564443.173,409544.575,471173.304,600228.43
2014-08-19,379329.953,0.014031778819217054,1,8,2014,433041.299,353897.212,417197.476,530276.04
2014-08-20,398102.791,0.014846464615717802,2,8,2014,379329.953,372115.545,402914.371,574168.636
2014-08-21,355108.875,0.06660328328882234,3,8,2014,398102.791,340740.817,359701.533,484618.817
2014-08-22,388359.8984,0.14713087070886927,4,8,2014,355108.875,402631.84,397759.939,579767.285
2014-08-23,499678.208,0.01911056325274045,5,8,2014,388359.8984,533996.155,496192.787,688919.55
2014-08-24,528990.561,0.019709998190307974,6,8,2014,499678.208,564443.173,509681.765,747307.867
2014-08-25,412250.075,0.01656171439144068,0,8,2014,528990.561,433041.299,409544.575,583936.685
2014-08-26,355053.908,0.01561785090955822,1,8,2014,412250.075,379329.953,353897.212,524743.325
2014-08-27,366321.498,0.017071135694034532,2,8,2014,355053.908,398102.791,372115.545,578056.9652
2014-08-28,327912.427,0.06252087542873146,3,8,2014,366321.498,355108.875,340740.817,532423.558
2014-08-29,403288.917,0.13662019876435136,4,8,2014,327912.427,388359.8984,402631.84,506826.795
2014-08-30,586373.694,0.009395071873739275,5,8,2014,403288.917,499678.208,533996.155,626533.638
2014-08-31,660088.183,0.010057256243897948,6,8,2014,586373.694,528990.561,564443.173,625898.206
2014-09-01,812526.219,0.009349631830157593,0,9,2014,660088.183,412250.075,433041.299,471173.304
2014-09-02,717351.553,0.05326451283224587,1,9,2014,812526.219,355053.908,379329.953,417197.476
2014-09-03,726683.863,0.1984420314559813,2,9,2014,717351.553,366321.498,398102.791,402914.371
2014-09-04,551340.077,0.06153234530781262,3,9,2014,726683.863,327912.427,355108.875,359701.533
2014-09-05,603043.2419,0.11369194484956884,4,9,2014,551340.077,403288.917,388359.8984,397759.939
2014-09-06,870139.446,0.017889348737788403,5,9,2014,603043.2419,586373.694,499678.208,496192.787
2014-09-07,997964.078,0.0209629549411497,6,9,2014,870139.446,660088.183,528990.561,509681.765
2014-09-08,648651.745,0.02143117336406765,0,9,2014,997964.078,812526.219,412250.075,409544.575
2014-09-09,562420.568,0.06912334863258415,1,9,2014,648651.745,717351.553,355053.908,353897.212
2014-09-10,612987.472,0.2258940081568258,2,9,2014,562420.568,726683.863,366321.498,372115.545
2014-09-11,483462.953,0.062284528345236,3,9,2014,612987.472,551340.077,327912.427,340740.817
2014-09-12,564382.848,0.11012952151231925,4,9,2014,483462.953,603043.2419,403288.917,402631.84
2014-09-13,795802.238,0.020247707571789966,5,9,2014,564382.848,870139.446,586373.694,533996.155
2014-09-14,896501.562,0.022814662982148827,6,9,2014,795802.238,997964.078,660088.183,564443.173
2014-09-15,630710.573,0.02262867408756758,0,9,2014,896501.562,648651.745,812526.219,433041.299
2014-09-16,608239.973,0.06994994720611696,1,9,2014,630710.573,562420.568,717351.553,379329.953
2014-09-17,617472.344,0.22827859315428706,2,9,2014,608239.973,612987.472,726683.863,398102.791
2014-09-18,479500.843,0.06188540736308987,3,9,2014,617472.344,483462.953,551340.077,355108.875
2014-09-19,550212.094,0.11081454890738915,4,9,2014,479500.843,564382.848,603043.2419,388359.8984
2014-09-20,808490.763,0.018609959060224907,5,9,2014,550212.094,795802.238,870139.446,499678.208
2014-09-21,901420.451,0.021970616462084237,6,9,2014,808490.763,896501.562,997964.078,528990.561
2014-09-22,589120.294,0.02016303991048728,0,9,2014,901420.451,630710.573,648651.745,412250.075
2014-09-23,559954.304,0.06592930840299425,1,9,2014,589120.294,608239.973,562420.568,355053.908
2014-09-24,598183.1147,0.2215140811295789,2,9,2014,559954.304,617472.344,612987.472,366321.498
2014-09-25,466867.377,0.0519296618148584,3,9,2014,598183.1147,479500.843,483462.953,327912.427
2014-09-26,515474.224,0.10548088045620688,4,9,2014,466867.377,550212.094,564382.848,403288.917
2014-09-27,781201.368,0.011998606740791062,5,9,2014,515474.224,808490.763,795802.238,586373.694
2014-09-28,886531.79,0.014460172939765646,6,9,2014,781201.368,901420.451,896501.562,660088.183
2014-09-29,586682.822,0.011604508849928453,0,9,2014,886531.79,589120.294,630710.573,812526.219
2014-09-30,599093.9157,0.05450704496280031,1,9,2014,586682.822,559954.304,608239.973,717351.553
2014-10-01,784500.2548,0.19102901889841428,2,10,2014,599093.9157,598183.1147,617472.344,726683.863
2014-10-02,634306.519,0.05419532823688353,3,10,2014,784500.2548,466867.377,479500.843,551340.077
2014-10-03,675639.295,0.10280345520756012,4,10,2014,634306.519,515474.224,550212.094,603043.2419
2014-10-04,931317.513,0.01383514088390175,5,10,2014,675639.295,781201.368,808490.763,870139.446
2014-10-05,985466.963,0.014800719402706147,6,10,2014,931317.513,886531.79,901420.451,997964.078
2014-10-06,641480.757,0.011912160913035775,0,10,2014,985466.963,586682.822,589120.294,648651.745
2014-10-07,586371.271,0.05685044211519702,1,10,2014,641480.757,599093.9157,559954.304,562420.568
2014-10-08,620201.3237,0.2027310103917471,2,10,2014,586371.271,784500.2548,598183.1147,612987.472
2014-10-09,510519.923,0.050279305162396176,3,10,2014,620201.3237,634306.519,466867.377,483462.953
2014-10-10,702470.318,0.0977468189623921,4,10,2014,510519.923,675639.295,515474.224,564382.848
2014-10-11,748309.154,0.010131738947028837,5,10,2014,702470.318,931317.513,781201.368,795802.238
2014-10-12,843971.133,0.01147336516781078,6,10,2014,748309.154,985466.963,886531.79,896501.562
2014-10-13,611726.926,0.009806785912183306,0,10,2014,843971.133,641480.757,586682.822,630710.573
2014-10-14,550589.5733,0.059143947831821385,1,10,2014,611726.926,586371.271,599093.9157,608239.973
2014-10-15,624797.4692,0.21609742301433763,2,10,2014,550589.5733,620201.3237,784500.2548,617472.344
2014-10-16,538252.607,0.05319401453451762,3,10,2014,624797.4692,510519.923,634306.519,479500.843
2014-10-17,558538.136,0.10500450769578246,4,10,2014,538252.607,702470.318,675639.295,550212.094
2014-10-18,820840.971,0.011082041858751224,5,10,2014,558538.136,748309.154,931317.513,808490.763
2014-10-19,935410.596,0.010616167961390081,6,10,2014,820840.971,843971.133,985466.963,901420.451
2014-10-20,624628.991,0.008849128169909102,0,10,2014,935410.596,611726.926,641480.757,589120.294
2014-10-21,542207.1653,0.0529735788056359,1,10,2014,624628.991,550589.5733,586371.271,559954.304
2014-10-22,584926.356,0.21844317782801362,2,10,2014,542207.1653,624797.4692,620201.3237,598183.1147
2014-10-23,492233.232,0.05097892902931836,3,10,2014,584926.356,538252.607,510519.923,466867.377
2014-10-24,528403.68,0.10420198057666819,4,10,2014,492233.232,558538.136,702470.318,515474.224
2014-10-25,758926.231,0.013764933366758277,5,10,2014,528403.68,820840.971,748309.154,781201.368
2014-10-26,892128.499,0.012938636096637016,6,10,2014,758926.231,935410.596,843971.133,886531.79
2014-10-27,572783.902,0.008861572370097789,0,10,2014,892128.499,624628.991,611726.926,586682.822
2014-10-28,512678.81169999996,0.057290066079787635,1,10,2014,572783.902,542207.1653,550589.5733,599093.9157
2014-10-29,560819.678,0.21521746246571613,2,10,2014,512678.81169999996,584926.356,624797.4692,784500.2548
2014-10-30,459715.2661,0.047416132565974836,3,10,2014,560819.678,492233.232,538252.607,634306.519
2014-10-31,561875.072,0.09967366375705665,4,10,2014,459715.2661,528403.68,558538.136,675639.295
2014-11-01,873539.248,0.014800310380558882,5,11,2014,561875.072,758926.231,820840.971,931317.513
2014-11-02,709851.492,0.01454798942649824,6,11,2014,873539.248,892128.499,935410.596,985466.963
2014-11-03,973192.042,0.010962295764436594,0,11,2014,709851.492,572783.902,624628.991,641480.757
2014-11-04,702751.9537,0.049867205370958186,1,11,2014,973192.042,512678.81169999996,542207.1653,586371.271
2014-11-05,718799.939,0.19938773116673844,2,11,2014,702751.9537,560819.678,584926.356,620201.3237
2014-11-06,566118.381,0.05034951691490829,3,11,2014,718799.939,459715.2661,492233.232,510519.923
2014-11-07,585330.258,0.09596384815630016,4,11,2014,566118.381,561875.072,528403.68,702470.318
2014-11-08,816064.645,0.012481891063911978,5,11,2014,585330.258,873539.248,758926.231,748309.154
2014-11-09,941478.422,0.01412996165301386,6,11,2014,816064.645,709851.492,892128.499,843971.133
2014-11-10,593376.793,0.009441498329713074,0,11,2014,941478.422,973192.042,572783.902,611726.926
2014-11-11,552505.7503,0.05805509894256027,1,11,2014,593376.793,702751.9537,512678.81169999996,550589.5733
2014-11-12,588092.484,0.21092233513394126,2,11,2014,552505.7503,718799.939,560819.678,624797.4692
2014-11-13,468057.387,0.051161749958664786,3,11,2014,588092.484,566118.381,459715.2661,538252.607
2014-11-14,553007.971,0.0973815149583079,4,11,2014,468057.387,585330.258,561875.072,558538.136
2014-11-15,786124.201,0.016382859074453044,5,11,2014,553007.971,816064.645,873539.248,820840.971
2014-11-16,956619.402,0.015143257569011756,6,11,2014,786124.201,941478.422,709851.492,935410.596
2014-11-17,620876.34,0.01367451689333177,0,11,2014,956619.402,593376.793,973192.042,624628.991
2014-11-18,553367.2043,0.059364394464892584,1,11,2014,620876.34,552505.7503,702751.9537,542207.1653
2014-11-19,580234.0113,0.21554239076712323,2,11,2014,553367.2043,588092.484,718799.939,584926.356
2014-11-20,511855.761,0.05407086157617751,3,11,2014,580234.0113,468057.387,566118.381,492233.232
2014-11-21,567978.733,0.09840711236630051,4,11,2014,511855.761,553007.971,585330.258,528403.68
2014-11-22,763720.149,0.01414021747905986,5,11,2014,567978.733,786124.201,816064.645,758926.231
2014-11-23,907432.658,0.014959903503935824,6,11,2014,763720.149,956619.402,941478.422,892128.499
2014-11-24,610847.957,0.011722694523147925,0,11,2014,907432.658,620876.34,593376.793,572783.902
2014-11-25,541225.608,0.06113171385637761,1,11,2014,610847.957,553367.2043,552505.7503,512678.81169999996
2014-11-26,579125.306,0.21794270202380003,2,11,2014,541225.608,580234.0113,588092.484,560819.678
2014-11-27,475823.897,0.050700688116133014,3,11,2014,579125.306,511855.761,468057.387,459715.2661
2014-11-28,559619.825,0.1027155623016036,4,11,2014,475823.897,567978.733,553007.971,561875.072
2014-11-29,850925.105,0.01457891056111219,5,11,2014,559619.825,763720.149,786124.201,873539.248
2014-11-30,1023691.282,0.013840998989771605,6,11,2014,850925.105,907432.658,956619.402,709851.492
2014-12-01,817413.562,0.02006005987945671,0,12,2014,1023691.282,610847.957,620876.34,973192.042
2014-12-02,735319.184,0.057177988708642206,1,12,2014,817413.562,541225.608,553367.2043,702751.9537
2014-12-03,715126.6146,0.19132456995259478,2,12,2014,735319.184,579125.306,580234.0113,718799.939
2014-12-04,578961.517,0.05684456744298603,3,12,2014,715126.6146,475823.897,511855.761,566118.381
2014-12-05,635445.153,0.09665089222893167,4,12,2014,578961.517,559619.825,567978.733,585330.258
2014-12-06,829386.706,0.017581398272375974,5,12,2014,635445.153,850925.105,763720.149,816064.645
2014-12-07,1013889.808,0.016904524401728675,6,12,2014,829386.706,1023691.282,907432.658,941478.422
2014-12-08,790283.291,0.011683109215578746,0,12,2014,1013889.808,817413.562,610847.957,593376.793
2014-12-09,665123.963,0.05549642781401337,1,12,2014,790283.291,735319.184,541225.608,552505.7503
2014-12-10,732121.0331,0.20757316636092696,2,12,2014,665123.963,715126.6146,579125.306,588092.484
2014-12-11,580542.179,0.05807310514125452,3,12,2014,732121.0331,578961.517,475823.897,468057.387
2014-12-12,642760.387,0.09999039502102981,4,12,2014,580542.179,635445.153,559619.825,553007.971
2014-12-13,854830.906,0.025807631480277808,5,12,2014,642760.387,829386.706,850925.105,786124.201
2014-12-14,999106.133,0.02859743330191328,6,12,2014,854830.906,1013889.808,1023691.282,956619.402
2014-12-15,790179.946,0.025681430037203197,0,12,2014,999106.133,790283.291,817413.562,620876.34
2014-12-16,799067.056,0.06031474034389424,1,12,2014,790179.946,665123.963,735319.184,553367.2043
2014-12-17,779966.499,0.18746894409884138,2,12,2014,799067.056,732121.0331,715126.6146,580234.0113
2014-12-18,731938.48,0.07222569853138476,3,12,2014,779966.499,580542.179,578961.517,511855.761
2014-12-19,757349.376,0.1141739727266904,4,12,2014,731938.48,642760.387,635445.153,567978.733
2014-12-20,935555.525,0.06373280623830424,5,12,2014,757349.376,854830.906,829386.706,763720.149
2014-12-21,1056605.2,0.059963554977772206,6,12,2014,935555.525,999106.133,1013889.808,907432.658
2014-12-22,1008143.346,0.0721277031570072,0,12,2014,1056605.2,790179.946,790283.291,610847.957
2014-12-23,1064977.9740000002,0.10105585995903421,1,12,2014,1008143.346,799067.056,665123.963,541225.608
2014-12-24,965982.872,0.18438899401106565,2,12,2014,1064977.9740000002,779966.499,732121.0331,579125.306
2014-12-26,872098.457,0.10988639898487976,4,12,2014,965982.872,731938.48,580542.179,475823.897
2014-12-27,740596.159,0.04859888694075714,5,12,2014,872098.457,757349.376,642760.387,559619.825
2014-12-28,716329.635,0.05635153430445468,6,12,2014,740596.159,935555.525,854830.906,850925.105
2014-12-29,773996.401,0.05818689200855858,0,12,2014,716329.635,1056605.2,999106.133,1023691.282
2014-12-30,912970.533,0.0861016496794207,1,12,2014,773996.401,1008143.346,790179.946,817413.562
2014-12-31,844380.47,0.18334808122693788,2,12,2014,912970.533,1064977.9740000002,799067.056,735319.184
2015-01-01,12773.617,0.01412880940457194,3,1,2015,844380.47,965982.872,779966.499,715126.6146
2015-01-02,657763.392,0.12294113047872388,4,1,2015,12773.617,872098.457,731938.48,578961.517
2015-01-03,648880.687,0.02967470196874576,5,1,2015,657763.392,740596.159,757349.376,635445.153
2015-01-04,730923.776,0.02883024426339088,6,1,2015,648880.687,716329.635,935555.525,829386.706
2015-01-05,569267.298,0.027020960195749733,0,1,2015,730923.776,773996.401,1056605.2,1013889.808
2015-01-06,477886.741,0.027341742046783423,1,1,2015,569267.298,912970.533,1008143.346,790283.291
2015-01-07,494160.85,0.030198974686076407,2,1,2015,477886.741,844380.47,1064977.9740000002,665123.963
2015-01-08,417482.689,0.07406231638984197,3,1,2015,494160.85,12773.617,965982.872,732121.0331
2015-01-09,439381.226,0.14229455720987041,4,1,2015,417482.689,657763.392,872098.457,580542.179
2015-01-10,569956.908,0.017157826956279296,5,1,2015,439381.226,648880.687,740596.159,642760.387
2015-01-11,694860.951,0.018622846745636166,6,1,2015,569956.908,730923.776,716329.635,854830.906
2015-01-12,442845.544,0.020110366064787593,0,1,2015,694860.951,569267.298,773996.401,999106.133
2015-01-13,393799.993,0.03063679079344219,1,1,2015,442845.544,477886.741,912970.533,790179.946
2015-01-14,400923.971,0.043422177917119345,2,1,2015,393799.993,494160.85,844380.47,799067.056
2015-01-15,371146.145,0.06909457459136481,3,1,2015,400923.971,417482.689,12773.617,779966.499
2015-01-16,423599.936,0.1401225919920819,4,1,2015,371146.145,439381.226,657763.392,731938.48
2015-01-17,621865.434,0.016157468240950663,5,1,2015,423599.936,569956.908,648880.687,757349.376
2015-01-18,678277.031,0.01130963256811213,6,1,2015,621865.434,694860.951,730923.776,935555.525
2015-01-19,448217.897,0.013355870080306052,0,1,2015,678277.031,442845.544,569267.298,1056605.2
2015-01-20,405308.777,0.013133764433628339,1,1,2015,448217.897,393799.993,477886.741,1008143.346
2015-01-21,413202.592,0.01629498006633995,2,1,2015,405308.777,400923.971,494160.85,1064977.9740000002
2015-01-22,364862.539,0.06935401499247913,3,1,2015,413202.592,371146.145,417482.689,965982.872
2015-01-23,416936.182,0.14138954483926272,4,1,2015,364862.539,423599.936,439381.226,872098.457
2015-01-24,588849.871,0.014800769142055225,5,1,2015,416936.182,621865.434,569956.908,740596.159
2015-01-25,631623.951,0.013435416732637486,6,1,2015,588849.871,678277.031,694860.951,716329.635
2015-01-26,410009.618,0.011969119221978835,0,1,2015,631623.951,448217.897,442845.544,773996.401
2015-01-27,360009.85,0.014615858427206923,1,1,2015,410009.618,405308.777,393799.993,912970.533
2015-01-28,376935.916,0.01544549020900412,2,1,2015,360009.85,413202.592,400923.971,844380.47
2015-01-29,343062.161,0.07563227295125678,3,1,2015,376935.916,364862.539,371146.145,12773.617
2015-01-30,435899.672,0.14418385476555257,4,1,2015,343062.161,416936.182,423599.936,657763.392
2015-01-31,656205.842,0.016962470139057374,5,1,2015,435899.672,588849.871,621865.434,648880.687
2015-02-01,815294.476,0.01491744683426507,6,2,2015,656205.842,631623.951,678277.031,730923.776
2015-02-02,538301.887,0.014982434939894611,0,2,2015,815294.476,410009.618,448217.897,569267.298
2015-02-03,475249.843,0.013667392205745558,1,2,2015,538301.887,360009.85,405308.777,477886.741
2015-02-04,451923.147,0.017813528812234084,2,2,2015,475249.843,376935.916,413202.592,494160.85
2015-02-05,407491.968,0.06771496413887598,3,2,2015,451923.147,343062.161,364862.539,417482.689
2015-02-06,437147.545,0.1384525744048271,4,2,2015,407491.968,435899.672,416936.182,439381.226
2015-02-07,599911.595,0.016793529386609038,5,2,2015,437147.545,656205.842,588849.871,569956.908
