date,sales,promotion,month,year,sales_lag_1,sales_lag_2,sales_lag_4,sales_lag_8
2015-05-31,4348059.627,0.03253874121722112,5,2015,3681894.533,3811072.4529999997,3759669.264,3786830.35
2015-06-07,5555244.257,0.0596746124317176,6,2015,4348059.627,3681894.533,3760888.1720000003,3560791.903
2015-06-14,4887220.938,0.06270418974048028,6,2015,5555244.257,4348059.627,3811072.4529999997,3484100.483
2015-06-21,4959273.798,0.0741503879354878,6,2015,4887220.938,5555244.257,3681894.533,3373275.358
2015-06-28,4892758.739,0.06959196276855292,6,2015,4959273.798,4887220.938,4348059.627,3759669.264
2015-07-05,5673959.019,0.06817744782869042,7,2015,4892758.739,4959273.798,5555244.257,3760888.1720000003
2015-07-12,5085498.407,0.0672074144256044,7,2015,5673959.019,4892758.739,4887220.938,3811072.4529999997
2015-07-19,4872478.969,0.06789018631062255,7,2015,5085498.407,5673959.019,4959273.798,3681894.533
2015-07-26,4774398.375,0.07562685633663739,7,2015,4872478.969,5085498.407,4892758.739,4348059.627
2015-08-02,5200294.149,0.06985487408820035,8,2015,4774398.375,4872478.969,5673959.019,5555244.257
2015-08-09,4972290.857,0.07424487658043694,8,2015,5200294.149,4774398.375,5085498.407,4887220.938
2015-08-16,5274352.358,0.06642123434711944,8,2015,4972290.857,5200294.149,4872478.969,4959273.798
2015-08-23,4869706.632,0.07013441605613338,8,2015,5274352.358,4972290.857,4774398.375,4892758.739
2015-08-30,4982781.577,0.068022834989301,8,2015,4869706.632,5274352.358,5200294.149,5673959.019
2015-09-06,6205734.96,0.08629552010387502,9,2015,4982781.577,4869706.632,4972290.857,5085498.407
2015-09-13,5324272.23,0.11302655461702414,9,2015,6205734.96,4982781.577,5274352.358,4872478.969
2015-09-20,5333439.2299999995,0.1176727964705806,9,2015,5324272.23,6205734.96,4869706.632,4774398.375
2015-09-27,5162014.348,0.10855412116727421,9,2015,5333439.2299999995,5324272.23,4982781.577,5200294.149
2015-10-04,6032141.624,0.08812821699757889,10,2015,5162014.348,5333439.2299999995,6205734.96,4972290.857
2015-10-11,5544143.371,0.08851762971481063,10,2015,6032141.624,5162014.348,5324272.23,5274352.358
2015-10-18,5296280.842,0.07542879445364578,10,2015,5544143.371,6032141.624,5333439.2299999995,4869706.632
2015-10-25,5097209.701,0.06362249976420972,10,2015,5296280.842,5544143.371,5162014.348,4982781.577
2015-11-01,4719310.775,0.07106486264405844,11,2015,5097209.701,5296280.842,6032141.624,6205734.96
2015-11-08,5979377.127,0.08158821473178506,11,2015,4719310.775,5097209.701,5544143.371,5324272.23
2015-11-15,5054288.777000001,0.08528219676752354,11,2015,5979377.127,4719310.775,5296280.842,5333439.2299999995
2015-11-22,5125026.286,0.0930253275582907,11,2015,5054288.777000001,5979377.127,5097209.701,5162014.348
2015-11-29,5064973.665,0.08995568548528672,11,2015,5125026.286,5054288.777000001,4719310.775,6032141.624
2015-12-06,6022485.494,0.08421806104893209,12,2015,5064973.665,5125026.286,5979377.127,5544143.371
2015-12-13,5623710.953,0.07921491213241592,12,2015,6022485.494,5064973.665,5054288.777000001,5296280.842
2015-12-20,6425674.057,0.07541503345817778,12,2015,5623710.953,6022485.494,5125026.286,5097209.701
2015-12-27,6279015.08,0.06544717933692237,12,2015,6425674.057,5623710.953,5064973.665,4719310.775
2016-01-03,5964972.752,0.05957538127577351,1,2016,6279015.08,6425674.057,6022485.494,5979377.127
2016-01-10,6063962.966,0.06456421208295354,1,2016,5964972.752,6279015.08,5623710.953,5054288.777000001
2016-01-17,5263422.232000001,0.06925874857307096,1,2016,6063962.966,5964972.752,6425674.057,5125026.286
2016-01-24,5168391.783,0.06984081492956742,1,2016,5263422.232000001,6063962.966,6279015.08,5064973.665
2016-01-31,5172162.366,0.07400215130833346,1,2016,5168391.783,5263422.232000001,5964972.752,6022485.494
2016-02-07,5468317.8440000005,0.09240358359096142,2,2016,5172162.366,5168391.783,6063962.966,5623710.953
2016-02-14,5318235.998,0.1219644299809051,2,2016,5468317.8440000005,5172162.366,5263422.232000001,6425674.057
2016-02-21,5307335.201,0.11824429553304935,2,2016,5318235.998,5468317.8440000005,5168391.783,6279015.08
2016-02-28,5126899.001,0.11905240982530522,2,2016,5307335.201,5318235.998,5172162.366,5964972.752
2016-03-06,6029690.5,0.10588211169379258,3,2016,5126899.001,5307335.201,5468317.8440000005,6063962.966
2016-03-13,5165530.528,0.10367698789060374,3,2016,6029690.5,5126899.001,5318235.998,5263422.232000001
2016-03-20,5147908.919,0.10818349872984613,3,2016,5165530.528,6029690.5,5307335.201,5168391.783
2016-03-27,4955530.439,0.08489853269570442,3,2016,5147908.919,5165530.528,5126899.001,5172162.366
2016-04-03,5849937.449,0.08701266542380083,4,2016,4955530.439,5147908.919,6029690.5,5468317.8440000005
2016-04-10,5480297.18,0.11500880359192493,4,2016,5849937.449,4955530.439,5165530.528,5318235.998
2016-04-17,5337964.2190000005,0.11385523807685904,4,2016,5480297.18,5849937.449,5147908.919,5307335.201
2016-04-24,7477141.196,0.10079388863262011,4,2016,5337964.2190000005,5480297.18,4955530.439,5126899.001
2016-05-01,5644596.526000001,0.1437061528248547,5,2016,7477141.196,5337964.2190000005,5849937.449,6029690.5
2016-05-08,5864219.208,0.16239842172011792,5,2016,5644596.526000001,7477141.196,5480297.18,5165530.528
2016-05-15,5454487.899,0.15025019051747282,5,2016,5864219.208,5644596.526000001,5337964.2190000005,5147908.919
2016-05-22,5308204.889,0.14244384887382217,5,2016,5454487.899,5864219.208,7477141.196,4955530.439
2016-05-29,5139591.645,0.17719231427383178,5,2016,5308204.889,5454487.899,5644596.526000001,5849937.449
2016-06-05,6110935.802,0.16428322805672962,6,2016,5139591.645,5308204.889,5864219.208,5480297.18
2016-06-12,5063168.33,0.1593780637745457,6,2016,6110935.802,5139591.645,5454487.899,5337964.2190000005
2016-06-19,5184735.418,0.16954605030531958,6,2016,5063168.33,6110935.802,5308204.889,7477141.196
2016-06-26,5108840.552999999,0.14619241572560387,6,2016,5184735.418,5063168.33,5139591.645,5644596.526000001
2016-07-03,5530545.289000001,0.12020216746479298,7,2016,5108840.552999999,5184735.418,6110935.802,5864219.208
2016-07-10,5412026.549,0.1263359556368651,7,2016,5530545.289000001,5108840.552999999,5063168.33,5454487.899
2016-07-17,4987905.666,0.11917214294004252,7,2016,5412026.549,5530545.289000001,5184735.418,5308204.889
2016-07-24,4918262.382999999,0.11437896968336674,7,2016,4987905.666,5412026.549,5108840.552999999,5139591.645
2016-07-31,5082250.427,0.10595569142740317,7,2016,4918262.382999999,4987905.666,5530545.289000001,6110935.802
2016-08-07,5543218.54,0.13354485424996432,8,2016,5082250.427,4918262.382999999,5412026.549,5063168.33
2016-08-14,4828315.788,0.1633434030889448,8,2016,5543218.54,5082250.427,4987905.666,5184735.418
2016-08-21,5151623.777,0.16838181718020284,8,2016,4828315.788,5543218.54,4918262.382999999,5108840.552999999
2016-08-28,4901269.017,0.14976409241239574,8,2016,5151623.777,4828315.788,5082250.427,5530545.289000001
2016-09-04,5750789.424,0.1329097331942231,9,2016,4901269.017,5151623.777,5543218.54,5412026.549
2016-09-11,5492016.345,0.12904777198000128,9,2016,5750789.424,4901269.017,4828315.788,4987905.666
2016-09-18,5084585.847,0.15433953671232017,9,2016,5492016.345,5750789.424,5151623.777,4918262.382999999
2016-09-25,5010213.322,0.17469506920128702,9,2016,5084585.847,5492016.345,4901269.017,5082250.427
2016-10-02,5539343.183,0.1649125957394216,10,2016,5010213.322,5084585.847,5750789.424,5543218.54
2016-10-09,5706729.723999999,0.17276837991004884,10,2016,5539343.183,5010213.322,5492016.345,4828315.788
2016-10-16,5237643.296,0.1781675204404756,10,2016,5706729.723999999,5539343.183,5084585.847,5151623.777
2016-10-23,5107952.413,0.16212931680653855,10,2016,5237643.296,5706729.723999999,5010213.322,4901269.017
2016-10-30,4891625.0540000005,0.22331421418057032,10,2016,5107952.413,5237643.296,5539343.183,5750789.424
2016-11-06,6116187.871,0.2507468843904648,11,2016,4891625.0540000005,5107952.413,5706729.723999999,5492016.345
2016-11-13,5827590.727,0.2657756564516546,11,2016,6116187.871,4891625.0540000005,5237643.296,5084585.847
2016-11-20,5672239.342,0.24266834366595386,11,2016,5827590.727,6116187.871,5107952.413,5010213.322
2016-11-27,5515776.779,0.25501814238665005,11,2016,5672239.342,5827590.727,4891625.0540000005,5539343.183
2016-12-04,6252397.828,0.23769521915968525,12,2016,5515776.779,5672239.342,6116187.871,5706729.723999999
2016-12-11,6185418.358,0.23849315367521662,12,2016,6252397.828,5515776.779,5827590.727,5237643.296
2016-12-18,6419844.044,0.23324550078431783,12,2016,6185418.358,6252397.828,5672239.342,5107952.413
2016-12-25,6952706.592,0.22889871418293267,12,2016,6419844.044,6185418.358,5515776.779,4891625.0540000005
2017-01-01,6005625.541,0.23632607982476272,1,2017,6952706.592,6419844.044,6252397.828,6116187.871
2017-01-08,7410347.156,0.19652619578299282,1,2017,6005625.541,6952706.592,6185418.358,5827590.727
2017-01-15,5902375.596,0.22068791401258026,1,2017,7410347.156,6005625.541,6419844.044,5672239.342
2017-01-22,5911569.754,0.21423129468159874,1,2017,5902375.596,7410347.156,6952706.592,5515776.779
2017-01-29,5615398.875,0.17511188000870195,1,2017,5911569.754,5902375.596,6005625.541,6252397.828
2017-02-05,6306448.495,0.151175315354732,2,2017,5615398.875,5911569.754,7410347.156,6185418.358
2017-02-12,5706049.265,0.14760417249920116,2,2017,6306448.495,5615398.875,5902375.596,6419844.044
2017-02-19,5509823.911,0.15399417054074344,2,2017,5706049.265,6306448.495,5911569.754,6952706.592
2017-02-26,5509810.982,0.16773523375288812,2,2017,5509823.911,5706049.265,5615398.875,6005625.541
2017-03-05,6744430.478,0.17383112240896909,3,2017,5509810.982,5509823.911,6306448.495,7410347.156
2017-03-12,5907994.393,0.18477776490333914,3,2017,6744430.478,5509810.982,5706049.265,5902375.596
2017-03-19,5978472.448,0.2057820988054506,3,2017,5907994.393,6744430.478,5509823.911,5911569.754
2017-03-26,5939372.571,0.21874883373097626,3,2017,5978472.448,5907994.393,5509810.982,5615398.875
2017-04-02,6429788.6,0.19044578153004907,4,2017,5939372.571,5978472.448,6744430.478,6306448.495
2017-04-09,6056291.475,0.17344202245483903,4,2017,6429788.6,5939372.571,5907994.393,5706049.265
2017-04-16,5634508.939,0.18900823949868614,4,2017,6056291.475,6429788.6,5978472.448,5509823.911
2017-04-23,5815468.445,0.20123570802042243,4,2017,5634508.939,6056291.475,5939372.571,5509810.982
2017-04-30,5787302.61,0.2158448989416159,4,2017,5815468.445,5634508.939,6429788.6,6744430.478
2017-05-07,6902516.204,0.18942649381138635,5,2017,5787302.61,5815468.445,6056291.475,5907994.393
2017-05-14,5672859.234,0.19898993460552347,5,2017,6902516.204,5787302.61,5634508.939,5978472.448
2017-05-21,6112115.771,0.2013809898431651,5,2017,5672859.234,6902516.204,5815468.445,5939372.571
2017-05-28,5847001.478,0.19029499140482342,5,2017,6112115.771,5672859.234,5787302.61,6429788.6
2017-06-04,6615275.684,0.17538646693231297,6,2017,5847001.478,6112115.771,6902516.204,6056291.475
2017-06-11,6230800.904,0.22159217799972253,6,2017,6615275.684,5847001.478,5672859.234,5634508.939
2017-06-18,5840051.075,0.20991712268543816,6,2017,6230800.904,6615275.684,6112115.771,5815468.445
2017-06-25,5771418.785,0.19615295444203323,6,2017,5840051.075,6230800.904,5847001.478,5787302.61
2017-07-02,6106477.38,0.19698657133157185,7,2017,5771418.785,5840051.075,6615275.684,6902516.204
2017-07-09,6207049.136,0.22204740333152728,7,2017,6106477.38,5771418.785,6230800.904,5672859.234
2017-07-16,5748513.429,0.2313062457664479,7,2017,6207049.136,6106477.38,5840051.075,6112115.771
2017-07-23,5744335.164,0.22129869805765398,7,2017,5748513.429,6207049.136,5771418.785,5847001.478
2017-07-30,5921810.857,0.23169227101844264,7,2017,5744335.164,5748513.429,6106477.38,6615275.684
2017-08-06,6410193.605,0.18829632041979485,8,2017,5921810.857,5744335.164,6207049.136,6230800.904
2017-08-13,5385401.833000001,0.1702132846212072,8,2017,6410193.605,5921810.857,5748513.429,5840051.075
2017-08-20,1523584.342,0.15376260410531314,8,2017,5385401.833000001,6410193.605,5744335.164,5771418.785
